Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2018-04-29 18:19:57,false,"Pyöräily","0,00","90","00:09:03,4","121","128","2,0","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","14,0","0:00","No","00:00.00","1","16,0","00:00:00","00:09:03,4","99","110"
Cycling,2018-04-26 17:10:29,false,"Pyöräily","23,50","550","01:21:04","113","141","3,0","--","--","17,4","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","14,0","0:00","No","00:00.00","1","28,0","00:00:00","01:21:04","82","123"
Cycling,2018-04-26 06:35:03,false,"Pyöräily","23,50","751","01:09:51","133","151","4,1","--","--","20,2","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","8,0","0:00","No","00:00.00","1","22,0","00:00:00","01:09:51","87","139"
Cycling,2018-04-26 06:30:21,false,"Pyöräily","0,00","38","00:04:19,3","113","141","1,4","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","21,0","0:00","No","00:00.00","1","27,0","00:00:00","00:04:19,3","130","133"
Cycling,2018-04-21 10:44:00,false,"Pyöräily","21,00","564","01:55:43","101","156","1,7","--","--","10,9","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","00:00.00","1","28,0","00:00:00","01:55:43","155","197"
Cycling,2018-04-19 16:58:00,false,"Pyöräily","23,50","578","01:29:19","119","158","2,7","--","--","15,8","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","00:00.00","1","28,0","00:00:00","01:29:19","81","195"
Cycling,2018-04-19 08:00:00,false,"Pyöräily","23,50","616","01:04:58","132","162","3,1","--","--","21,7","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","00:00.00","1","25,0","00:00:00","01:04:58","134","187"
Cycling,2018-04-15 11:03:20,false,"Pyöräily","0,00","258","00:51:58","98","134","1,3","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","00:00.00","1","26,0","00:00:00","00:52:01","181","200"
Cycling,2018-03-30 10:34:27,false,"Pyöräily","0,00","93","00:20:41","91","112","1,1","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","00:00.00","1","22,0","00:00:00","00:20:41","115","144"
Road Cycling,2017-05-24 16:54:00,false,"Pyörällätöistä","23,50","137","01:08:48","130","150","--","--","--","20,5","37,4","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","01:08:48","--","--"
Road Cycling,2017-05-24 06:36:00,false,"Pyörällä töihin","23,50","135","01:09:24","130","150","--","--","--","20,3","11,8","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","01:09:24","--","--"
Cycling,2017-05-19 06:43:36,true,"Pyörällä toihin","23,50","587","01:19:53","122","146","--","--","--","17,7","30,0","52","70","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","01:19:53","18","50"
Cycling,2017-05-18 18:12:00,false,"Pyöräily","0,00","--","00:41:22","--","--","--","--","--","--","43,2","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:41:22","--","--"
Cycling,2016-07-31 19:22:23,false,"Papumäen lenkki","26,01","1.938","01:24:31","0","0","--","--","--","18,5","33,8","67","64","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","36","72"
Cycling,2016-07-25 18:34:32,false,"Töistä kotiin","21,47","1.651","01:12:18","0","0","--","--","--","17,8","175,4","75","55","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","16","50"
Cycling,2016-07-25 09:25:00,false,"Imatralta Lappeenrantaan","44,20","3.547","03:59:40","0","0","--","--","--","11,1","38,0","177","176","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","71","106"
Cycling,2016-07-24 16:30:53,false,"Imatralle","16,77","393","01:15:05","105","136","--","--","--","13,4","37,2","47","67","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","69","108"
Cycling,2016-07-24 09:52:57,false,"Sulkava Ruokolahti","74,66","1.531","05:27:56","100","152","--","--","--","13,7","46,4","313","312","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","68","133"
Cycling,2016-07-23 18:47:47,false,"Sulkava Linnavuori","14,89","1.150","01:38:16","0","0","--","--","--","9,1","40,1","105","98","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","71","117"
Cycling,2016-07-23 14:43:01,false,"Sulkava","2,01","160","00:14:26","0","0","--","--","--","8,3","94,1","10","10","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","93","107"
Cycling,2016-07-23 08:59:36,false,"Savonlinna Sulkava","47,47","3.696","03:34:11","0","0","--","--","--","13,3","46,6","283","287","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","66","123"
Cycling,2016-07-22 09:50:49,false,"Töihin","21,63","1.657","01:12:36","0","0","--","--","--","17,9","32,3","51","71","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","18","50"
Cycling,2016-07-02 17:12:07,false,"Töistä kotiin","21,32","1.662","01:18:15","0","0","--","--","--","16,3","196,1","76","47","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","18","50"
Cycling,2016-07-02 13:39:15,false,"Töihin","22,77","1.863","01:40:32","0","0","--","--","--","13,6","36,4","52","75","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","16","50"
Cycling,2016-06-07 16:52:28,false,"Töistä kotiin","24,03","449","01:12:07","112","150","--","--","--","20,0","45,6","73","56","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","12","50"
Cycling,2016-06-07 08:10:17,false,"Töihin","23,55","511","01:17:25","114","147","--","--","--","18,3","32,7","51","70","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","16","50"
Recumbent Cycling,2016-06-01 15:48:09,false,"Töistä kotiin","24,01","596","01:17:14","121","156","--","--","--","18,7","43,0","73","55","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","12","50"
Recumbent Cycling,2016-06-01 06:31:04,false,"Töihin","23,98","514","01:08:16","121","151","--","--","--","21,1","39,0","56","74","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","12","50"
Recumbent Cycling,2016-05-31 18:02:21,false,"Töistäkotiin","23,71","442","01:19:42","109","139","--","--","--","17,8","42,3","77","57","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","16","50"
Recumbent Cycling,2016-05-31 07:03:37,false,"Töihin","23,91","501","01:12:09","118","153","--","--","--","19,9","35,3","54","71","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","12","50"
Road Cycling,2015-08-05 08:59:42,false,"Nauvo - Vahto","68,38","2.486","06:03:53","105","157","--","--","--","11,3","44,0","185","141","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2015-08-04 17:37:28,false,"Nauvolle","8,61","374","00:34:09","122","148","--","--","--","15,1","32,0","14","19","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2015-08-04 09:33:44,false,"Iniö - Korppo","49,66","1.930","04:25:23","104","167","--","--","--","11,2","106,1","108","102","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2015-08-03 10:50:13,false,"Vahto - Iniö","72,80","2.577","05:24:14","120","156","--","--","--","13,5","35,1","181","224","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2015-08-02 14:31:43,false,"Vahto - Mylly - Vahto","35,13","2.771","02:08:28","0","0","--","--","--","16,4","37,6","97","98","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2015-07-22 17:33:41,false,"Ruskolle ja takaisin Vahdolle","20,96","1.678","01:13:31","0","0","--","--","--","17,1","38,9","50","52","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2015-05-08 17:21:57,false,"Turusta kotiin","23,01","439","01:17:36","105","134","--","--","--","17,8","37,2","65","47","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2015-05-08 07:02:47,false,"Turkuun","24,21","621","01:24:05","118","152","--","--","--","17,3","32,8","51","68","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2014-07-07 17:53:19,false,"SB-areenalta kotiin","19,38","535","01:08:45","121","141","--","--","--","16,9","33,9","62","31","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2014-07-07 15:12:16,false,"SB-areenalla kotoa","18,55","550","00:57:48","129","148","--","--","--","19,3","31,1","28","54","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2014-06-06 17:08:19,false,"Töistä","23,74","598","01:24:16","114","147","--","--","--","16,9","38,5","73","54","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2014-06-06 07:07:42,false,"Töihin","23,54","591","01:18:26","116","146","--","--","--","18,0","71,7","54","71","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2014-06-01 17:42:27,false,"Pyöräily Ruskolle ja takaisin","21,51","1.789","01:24:30","0","0","--","--","--","15,3","33,7","54","55","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2014-05-23 17:01:49,false,"töistå kaupungille","5,47","435","02:58:30","0","0","--","--","--","1,8","202,5","12","13","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2014-05-23 07:22:19,false,"töihin","23,80","660","01:17:18","120","142","--","--","--","18,5","32,7","57","75","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2014-05-21 17:03:52,false,"töistä","23,91","620","01:13:59","117","140","--","--","--","19,4","41,5","71","52","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2014-05-21 07:13:57,false,"töihin","23,94","648","01:16:23","119","147","--","--","--","18,8","37,2","55","74","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2014-05-16 16:59:19,false,"töistä","24,02","609","01:22:35","115","150","--","--","--","17,4","39,0","70","50","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2014-05-16 07:19:36,false,"töihin","24,09","781","01:41:43","124","155","--","--","--","14,2","74,2","56","75","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2014-04-29 17:46:27,false,"töistä","23,71","2.017","01:35:49","0","0","--","--","--","14,9","33,2","75","55","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-09-06 17:27:12,false,"Pyörällä töistä","23,92","542","01:30:05","108","140","--","--","--","15,9","39,3","103","170","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-09-06 08:01:13,false,"Pyörällä töihin","23,75","634","01:19:38","125","148","--","--","--","17,9","36,7","156","145","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-08-27 17:14:43,false,"Pyörällä töistä","23,87","493","01:19:55","109","144","--","--","--","17,9","57,5","140","148","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-08-27 07:28:54,false,"Pyörällä Töihin","23,90","558","01:23:18","117","142","--","--","--","17,2","32,7","123","138","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-08-21 17:23:33,false,"Pyörällä töistä","23,92","522","01:19:19","115","143","--","--","--","18,1","41,9","129","178","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-08-21 08:06:49,false,"Pyörällä töihin","23,54","642","01:18:02","124","145","--","--","--","18,1","33,3","118","121","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-08-15 07:11:29,false,"Pyörällä töihin","23,93","569","01:20:17","118","147","--","--","--","17,9","58,6","91","119","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-08-10 20:55:44,false,"Uimlammelta kotiin","3,45","281","00:13:03","0","0","--","--","--","15,9","78,3","12","27","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-08-10 20:33:36,false,"Pyöräilyä ","2,24","200","00:12:15","0","0","--","--","--","11,0","22,0","19","17","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-07-28 17:24:32,false,"Pyöräilyä","24,12","1.974","01:35:34","0","0","--","--","--","15,1","58,3","155","149","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-07-05 14:58:46,false,"Hämäläisten mökille","6,15","517","00:32:14","0","0","--","--","--","11,4","26,2","64","29","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-06-12 17:06:14,false,"Töistä kotiin","22,74","554","01:06:22","122","146","--","--","--","20,6","32,5","107","102","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-06-12 07:22:13,false,"Töihin","24,29","595","01:22:54","116","148","--","--","--","17,6","34,9","124","133","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-06-06 17:08:56,false,"Töistä kotiin","24,64","575","01:24:02","108","143","--","--","--","17,6","42,2","179","161","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-06-06 06:59:49,false,"Töihin","23,88","601","01:10:42","121","145","--","--","--","20,3","232,5","98","109","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-05-24 16:55:47,false,"Töistä kotiin","23,68","495","01:30:54","102","129","--","--","--","15,6","113,0","188","177","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Recumbent Cycling,2013-05-24 07:54:30,false,"Töihin","22,93","663","01:12:30","127","153","--","--","--","19,0","38,7","115","165","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2013-05-19 19:41:38,false,"Nojakki Ruskolle","21,04","635","00:54:54","137","156","--","--","--","23,0","38,1","107","117","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2013-05-19 15:02:43,false,"Nojakki kokeilua","7,30","541","00:30:25","0","0","--","--","--","14,4","36,2","62","50","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2013-05-19 12:37:54,false,"Nojakki COBRA","1,22","86","00:04:28","0","0","--","--","--","16,3","36,1","5","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2013-05-19 12:26:51,false,"Nojakki TW-Sports (Kari Monosen nojakki)","1,10","88","00:03:52","0","0","--","--","--","17,1","68,6","9","12","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2013-05-15 17:05:45,false,"töista kotiin","23,65","609","01:13:19","120","141","--","--","--","19,4","40,9","118","118","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2013-05-15 07:37:34,false,"töihin","23,65","653","01:26:57","122","152","--","--","--","16,3","59,9","166","136","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2013-05-09 13:05:33,false,"Pyöräily ValpperiHevoslenkki","11,32","948","00:46:03","0","0","--","--","--","14,7","26,0","42","94","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2013-05-01 11:26:25,false,"Uimapaikalta kotiin","2,84","171","00:32:14","0","0","--","--","--","5,3","6,8","14","39","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
Road Cycling,2013-04-18 18:08:32,false,"Pyörällä kotiin","24,45","1.949","01:46:06","0","0","--","--","--","13,8","51,9","147","134","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","--","0,0","00:00:00","00:00:00","--","--"
